line,line_name,season,valid_from,valid_to,direction,train_number,service_code,station_order,station,arrival_time,departure_time,time
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,162,Q SFDF,1,Erriadh,,11:40,11:40
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,162,Q SFDF,2,Borj Cedria,11:44,11:44,11:44
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,162,Q SFDF,3,BIR EL BEY,11:47,11:47,11:47
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,162,Q SFDF,4,HAMMAM CHAT,11:48,11:49,11:49
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,162,Q SFDF,5,TAHAR SFAR,11:50,11:51,11:51
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,162,Q SFDF,6,ARRET DU STADE,11:52,11:53,11:53
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,162,Q SFDF,7,Hammam Lif,11:55,11:56,11:56
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,162,Q SFDF,8,BOU KORNINE,11:57,11:58,11:58
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,162,Q SFDF,9,LYCEE EZZAHRA,11:59,11:59,11:59
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,162,Q SFDF,10,EZ-ZAHRA,12:01,12:01,12:01
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,162,Q SFDF,11,RADES MELIANE,12:03,12:04,12:04
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,162,Q SFDF,12,Rades,12:06,12:07,12:07
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,162,Q SFDF,13,LYCEE TECHNIQUE RADES,12:08,12:09,12:09
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,162,Q SFDF,14,SIDI REZIG,12:10,12:11,12:11
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,162,Q SFDF,15,MEGRINE,12:12,12:13,12:13
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,162,Q SFDF,16,MEGRINE RYADH,12:14,12:14,12:14
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,162,Q SFDF,17,Jebel Jelloud,12:16,12:16,12:16
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,162,Q SFDF,18,DEPOT FARHAT HACHED,12:18,12:19,12:19
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,162,Q SFDF,19,Tunis Ville,12:23,,12:23
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,163,Q SFDF,1,Tunis Ville,,12:15,12:15
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,163,Q SFDF,2,DEPOT FARHAT HACHED,12:19,12:19,12:19
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,163,Q SFDF,3,Jebel Jelloud,,12:21,12:21
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,163,Q SFDF,4,MEGRINE RYADH,12:23,12:23,12:23
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,163,Q SFDF,5,MEGRINE,12:24,12:25,12:25
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,163,Q SFDF,6,SIDI REZIG,12:26,12:27,12:27
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,163,Q SFDF,7,Rades,12:29,12:30,12:30
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,163,Q SFDF,8,RADES MELIANE,12:32,12:32,12:32
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,163,Q SFDF,9,EZ-ZAHRA,12:34,12:35,12:35
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,163,Q SFDF,10,LYCEE EZZAHRA,12:37,12:37,12:37
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,163,Q SFDF,11,BOU KORNINE,12:38,12:39,12:39
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,163,Q SFDF,12,Hammam Lif,12:40,12:41,12:41
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,163,Q SFDF,13,ARRET DU STADE,12:42,12:43,12:43
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,163,Q SFDF,14,TAHAR SFAR,12:44,12:45,12:45
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,163,Q SFDF,15,HAMMAM CHAT,12:46,12:47,12:47
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,163,Q SFDF,16,BIR EL BEY,12:48,12:48,12:48
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,163,Q SFDF,17,Borj Cedria,12:51,12:52,12:52
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,163,Q SFDF,18,Erriadh,12:56,,12:56
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,164,Q,1,Erriadh,,12:00,12:00
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,164,Q,2,Borj Cedria,12:04,12:04,12:04
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,164,Q,3,BIR EL BEY,12:07,12:07,12:07
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,164,Q,4,HAMMAM CHAT,12:08,12:09,12:09
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,164,Q,5,TAHAR SFAR,12:10,12:11,12:11
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,164,Q,6,ARRET DU STADE,12:12,12:13,12:13
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,164,Q,7,Hammam Lif,12:15,12:16,12:16
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,164,Q,8,BOU KORNINE,12:17,12:18,12:18
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,164,Q,9,LYCEE EZZAHRA,12:19,12:19,12:19
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,164,Q,10,EZ-ZAHRA,12:21,12:21,12:21
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,164,Q,11,RADES MELIANE,12:23,12:24,12:24
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,164,Q,12,Rades,12:26,12:27,12:27
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,164,Q,13,LYCEE TECHNIQUE RADES,12:28,12:29,12:29
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,164,Q,14,SIDI REZIG,12:30,12:31,12:31
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,164,Q,15,MEGRINE,12:32,12:33,12:33
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,164,Q,16,MEGRINE RYADH,12:34,12:34,12:34
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,164,Q,17,Jebel Jelloud,12:36,12:36,12:36
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,164,Q,18,DEPOT FARHAT HACHED,12:38,12:39,12:39
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,164,Q,19,Tunis Ville,12:43,,12:43
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,165,Q DF,1,Tunis Ville,,12:30,12:30
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,165,Q DF,2,DEPOT FARHAT HACHED,12:34,12:34,12:34
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,165,Q DF,3,Jebel Jelloud,12:36,12:37,12:37
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,165,Q DF,4,MEGRINE RYADH,12:38,12:39,12:39
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,165,Q DF,5,MEGRINE,12:40,12:40,12:40
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,165,Q DF,6,SIDI REZIG,12:42,12:42,12:42
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,165,Q DF,7,Rades,12:45,12:46,12:46
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,165,Q DF,8,RADES MELIANE,12:48,12:49,12:49
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,165,Q DF,9,EZ-ZAHRA,12:51,12:51,12:51
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,165,Q DF,10,LYCEE EZZAHRA,12:53,12:54,12:54
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,165,Q DF,11,BOU KORNINE,12:55,12:55,12:55
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,165,Q DF,12,Hammam Lif,12:57,12:58,12:58
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,165,Q DF,13,ARRET DU STADE,12:59,13:00,13:00
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,165,Q DF,14,TAHAR SFAR,13:01,13:02,13:02
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,165,Q DF,15,HAMMAM CHAT,13:03,13:04,13:04
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,165,Q DF,16,BIR EL BEY,13:05,13:05,13:05
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,165,Q DF,17,Borj Cedria,13:08,13:08,13:08
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,165,Q DF,18,Erriadh,13:12,,13:12
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,167,Q SFDF,1,Tunis Ville,,12:40,12:40
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,167,Q SFDF,2,DEPOT FARHAT HACHED,12:44,12:44,12:44
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,167,Q SFDF,3,Jebel Jelloud,12:46,12:47,12:47
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,167,Q SFDF,4,MEGRINE RYADH,12:48,12:49,12:49
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,167,Q SFDF,5,MEGRINE,12:50,12:50,12:50
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,167,Q SFDF,6,SIDI REZIG,12:52,12:52,12:52
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,167,Q SFDF,7,Rades,12:55,12:56,12:56
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,167,Q SFDF,8,RADES MELIANE,12:58,12:59,12:59
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,167,Q SFDF,9,EZ-ZAHRA,13:01,13:01,13:01
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,167,Q SFDF,10,LYCEE EZZAHRA,13:03,13:04,13:04
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,167,Q SFDF,11,BOU KORNINE,13:05,13:05,13:05
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,167,Q SFDF,12,Hammam Lif,13:07,13:08,13:08
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,167,Q SFDF,13,ARRET DU STADE,13:09,13:10,13:10
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,167,Q SFDF,14,TAHAR SFAR,13:11,13:12,13:12
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,167,Q SFDF,15,HAMMAM CHAT,13:13,13:14,13:14
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,167,Q SFDF,16,BIR EL BEY,13:15,13:15,13:15
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,167,Q SFDF,17,Borj Cedria,13:18,13:18,13:18
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,167,Q SFDF,18,Erriadh,13:22,,13:22
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,169,Q,1,Tunis Ville,,13:00,13:00
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,169,Q,2,DEPOT FARHAT HACHED,13:04,13:04,13:04
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,169,Q,3,Jebel Jelloud,13:06,13:07,13:07
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,169,Q,4,MEGRINE RYADH,13:08,13:09,13:09
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,169,Q,5,MEGRINE,13:10,13:10,13:10
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,169,Q,6,SIDI REZIG,13:12,13:12,13:12
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,169,Q,7,LYCEE TECHNIQUE RADES,13:14,13:14,13:14
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,169,Q,8,Rades,13:16,13:17,13:17
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,169,Q,9,RADES MELIANE,13:19,13:19,13:19
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,169,Q,10,EZ-ZAHRA,13:21,13:22,13:22
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,169,Q,11,LYCEE EZZAHRA,13:24,13:24,13:24
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,169,Q,12,BOU KORNINE,13:25,13:26,13:26
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,169,Q,13,Hammam Lif,13:27,13:28,13:28
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,169,Q,14,ARRET DU STADE,13:30,13:30,13:30
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,169,Q,15,TAHAR SFAR,13:32,13:32,13:32
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,169,Q,16,HAMMAM CHAT,13:34,13:34,13:34
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,169,Q,17,BIR EL BEY,13:35,13:36,13:36
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,169,Q,18,Borj Cedria,13:38,13:39,13:39
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,169,Q,19,Erriadh,13:43,,13:43
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,170,Q SFDF,1,Erriadh,,12:20,12:20
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,170,Q SFDF,2,Borj Cedria,12:24,12:24,12:24
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,170,Q SFDF,3,BIR EL BEY,12:27,12:27,12:27
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,170,Q SFDF,4,HAMMAM CHAT,12:28,12:29,12:29
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,170,Q SFDF,5,TAHAR SFAR,12:30,12:31,12:31
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,170,Q SFDF,6,ARRET DU STADE,12:32,12:33,12:33
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,170,Q SFDF,7,Hammam Lif,12:35,12:36,12:36
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,170,Q SFDF,8,BOU KORNINE,12:37,12:38,12:38
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,170,Q SFDF,9,LYCEE EZZAHRA,12:39,12:39,12:39
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,170,Q SFDF,10,EZ-ZAHRA,12:41,12:41,12:41
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,170,Q SFDF,11,RADES MELIANE,12:43,12:44,12:44
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,170,Q SFDF,12,Rades,12:46,12:47,12:47
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,170,Q SFDF,13,SIDI REZIG,12:50,12:50,12:50
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,170,Q SFDF,14,MEGRINE,12:52,12:52,12:52
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,170,Q SFDF,15,MEGRINE RYADH,12:53,12:54,12:54
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,170,Q SFDF,16,Jebel Jelloud,,12:55,12:55
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,170,Q SFDF,17,DEPOT FARHAT HACHED,12:57,12:58,12:58
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,170,Q SFDF,18,Tunis Ville,13:02,,13:02
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,171,Q SFDF,1,Tunis Ville,,13:20,13:20
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,171,Q SFDF,2,DEPOT FARHAT HACHED,,13:24,13:24
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,171,Q SFDF,3,Jebel Jelloud,13:26,13:27,13:27
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,171,Q SFDF,4,MEGRINE RYADH,13:28,13:29,13:29
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,171,Q SFDF,5,MEGRINE,13:30,13:30,13:30
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,171,Q SFDF,6,SIDI REZIG,13:32,13:32,13:32
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,171,Q SFDF,7,LYCEE TECHNIQUE RADES,13:34,13:34,13:34
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,171,Q SFDF,8,Rades,13:36,13:37,13:37
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,171,Q SFDF,9,RADES MELIANE,13:39,13:39,13:39
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,171,Q SFDF,10,EZ-ZAHRA,13:41,13:42,13:42
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,171,Q SFDF,11,LYCEE EZZAHRA,13:44,13:44,13:44
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,171,Q SFDF,12,BOU KORNINE,13:45,13:46,13:46
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,171,Q SFDF,13,Hammam Lif,13:48,13:49,13:49
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,171,Q SFDF,14,ARRET DU STADE,13:51,13:51,13:51
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,171,Q SFDF,15,TAHAR SFAR,13:53,13:53,13:53
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,171,Q SFDF,16,HAMMAM CHAT,13:55,13:55,13:55
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,171,Q SFDF,17,BIR EL BEY,13:56,13:57,13:57
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,171,Q SFDF,18,Borj Cedria,13:59,14:00,14:00
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,171,Q SFDF,19,Erriadh,14:04,,14:04
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,173,Q DF,1,Tunis Ville,,13:30,13:30
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,173,Q DF,2,DEPOT FARHAT HACHED,13:34,13:34,13:34
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,173,Q DF,3,Jebel Jelloud,13:36,13:37,13:37
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,173,Q DF,4,MEGRINE RYADH,13:38,13:39,13:39
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,173,Q DF,5,MEGRINE,13:40,13:40,13:40
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,173,Q DF,6,SIDI REZIG,13:42,13:42,13:42
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,173,Q DF,7,LYCEE TECHNIQUE RADES,13:44,13:44,13:44
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,173,Q DF,8,Rades,13:46,13:47,13:47
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,173,Q DF,9,RADES MELIANE,13:49,13:49,13:49
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,173,Q DF,10,EZ-ZAHRA,13:51,13:52,13:52
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,173,Q DF,11,LYCEE EZZAHRA,13:54,13:54,13:54
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,173,Q DF,12,BOU KORNINE,13:55,13:56,13:56
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,173,Q DF,13,Hammam Lif,13:57,13:58,13:58
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,173,Q DF,14,ARRET DU STADE,14:00,14:00,14:00
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,173,Q DF,15,TAHAR SFAR,14:02,14:02,14:02
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,173,Q DF,16,HAMMAM CHAT,14:04,14:04,14:04
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,173,Q DF,17,BIR EL BEY,14:05,14:06,14:06
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,173,Q DF,18,Borj Cedria,14:08,14:09,14:09
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Tunis Ville → Erriadh,173,Q DF,19,Erriadh,14:13,,14:13
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,174,Q DF,1,Erriadh,,12:30,12:30
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,174,Q DF,2,Borj Cedria,12:34,12:34,12:34
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,174,Q DF,3,BIR EL BEY,12:37,12:37,12:37
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,174,Q DF,4,HAMMAM CHAT,12:38,12:39,12:39
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,174,Q DF,5,TAHAR SFAR,12:40,12:41,12:41
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,174,Q DF,6,ARRET DU STADE,12:42,12:43,12:43
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,174,Q DF,7,Hammam Lif,12:45,12:46,12:46
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,174,Q DF,8,BOU KORNINE,12:47,12:48,12:48
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,174,Q DF,9,LYCEE EZZAHRA,12:49,12:49,12:49
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,174,Q DF,10,EZ-ZAHRA,12:51,12:51,12:51
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,174,Q DF,11,RADES MELIANE,12:53,12:54,12:54
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,174,Q DF,12,Rades,12:56,12:57,12:57
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,174,Q DF,13,SIDI REZIG,13:00,13:00,13:00
A,Banlieue Sud,hiver_2025,2025-09-01,2026-06-30,Erriadh → Tunis Ville,174,Q DF,14,MEGRINE,13:02,13:02,13:02
